aoi_type	aoi	start_x	start_y	end_x	end_y	word
0 RECTANGLE	1.0	82.0	21.0	115.0	99.0	In
0 RECTANGLE	2.0	115.0	21.0	170.0	99.0	der
0 RECTANGLE	3.0	170.0	21.0	311.0	99.0	homologen
0 RECTANGLE	4.0	311.0	21.0	646.0	99.0	Rekombinationsreparatur
0 RECTANGLE	5.0	646.0	21.0	801.0	99.0	veranlasst
0 RECTANGLE	6.0	801.0	21.0	871.0	99.0	RecA
0 RECTANGLE	7.0	871.0	21.0	912.0	99.0	in
0 RECTANGLE	8.0	912.0	21.0	1066.0	99.0	Verbindung
0 RECTANGLE	9.0	1066.0	21.0	1123.0	99.0	mit
0 RECTANGLE	10.0	1123.0	21.0	1206.0	99.0	einer
0 RECTANGLE	11.0	1206.0	21.0	1290.0	99.0	Reihe
0 RECTANGLE	12.0	1290.0	21.0	1417.0	99.0	weiterer
0 RECTANGLE	13.0	1417.0	21.0	1542.0	99.0	Proteine
0 RECTANGLE	14.0	1542.0	21.0	1590.0	99.0	die
0 RECTANGLE	15.0	80.0	99.0	213.0	181.0	Auflösung
0 RECTANGLE	16.0	213.0	99.0	269.0	181.0	der
0 RECTANGLE	17.0	269.0	99.0	451.0	181.0	angehaltenen
0 RECTANGLE	18.0	451.0	99.0	715.0	181.0	Replikationsgabel:
0 RECTANGLE	19.0	715.0	99.0	800.0	181.0	Kommt
0 RECTANGLE	20.0	800.0	99.0	856.0	181.0	der
0 RECTANGLE	21.0	856.0	99.0	1137.0	181.0	Replikationskomplex
0 RECTANGLE	22.0	1137.0	99.0	1179.0	181.0	an
0 RECTANGLE	23.0	1179.0	99.0	1249.0	181.0	eine
0 RECTANGLE	24.0	1249.0	99.0	1402.0	181.0	schadhafte
0 RECTANGLE	25.0	1402.0	99.0	1568.0	181.0	DNA-Stelle,
0 RECTANGLE	26.0	1568.0	99.0	1633.0	181.0	löst
0 RECTANGLE	27.0	82.0	181.0	115.0	263.0	er
0 RECTANGLE	28.0	115.0	181.0	185.0	263.0	sich
0 RECTANGLE	29.0	185.0	181.0	241.0	263.0	und
0 RECTANGLE	30.0	241.0	181.0	409.0	263.0	überspringt
0 RECTANGLE	31.0	409.0	181.0	465.0	263.0	den
0 RECTANGLE	32.0	465.0	181.0	588.0	263.0	Schaden,
0 RECTANGLE	33.0	588.0	181.0	633.0	263.0	um
0 RECTANGLE	34.0	633.0	181.0	675.0	263.0	an
0 RECTANGLE	35.0	675.0	181.0	787.0	263.0	anderer
0 RECTANGLE	36.0	787.0	181.0	885.0	263.0	Stelle
0 RECTANGLE	37.0	885.0	181.0	1079.0	263.0	fortzufahren.
0 RECTANGLE	38.0	1079.0	181.0	1122.0	263.0	Es
0 RECTANGLE	39.0	1122.0	181.0	1249.0	263.0	entsteht
0 RECTANGLE	40.0	1249.0	181.0	1318.0	263.0	eine
0 RECTANGLE	41.0	1318.0	181.0	1570.0	263.0	Replikationslücke
0 RECTANGLE	42.0	1570.0	181.0	1606.0	263.0	im
0 RECTANGLE	43.0	81.0	263.0	280.0	345.0	Tochterstrang,
0 RECTANGLE	44.0	280.0	263.0	338.0	345.0	die
0 RECTANGLE	45.0	338.0	263.0	409.0	345.0	über
0 RECTANGLE	46.0	409.0	263.0	464.0	345.0	800
0 RECTANGLE	47.0	464.0	263.0	549.0	345.0	Basen
0 RECTANGLE	48.0	549.0	263.0	675.0	345.0	umfassen
0 RECTANGLE	49.0	675.0	263.0	757.0	345.0	kann.
0 RECTANGLE	50.0	757.0	263.0	814.0	345.0	Bei
0 RECTANGLE	51.0	814.0	263.0	871.0	345.0	der
0 RECTANGLE	52.0	891.0	263.0	1172.0	345.0	rekombinatorischenR
0 RECTANGLE	53.0	1151.0	263.0	1303.0	345.0	Reparatur*
0 RECTANGLE	54.0	1303.0	263.0	1403.0	345.0	bindet
0 RECTANGLE	55.0	1403.0	263.0	1458.0	345.0	das
0 RECTANGLE	56.0	1458.0	263.0	1633.0	345.0	RecA-Protein
0 RECTANGLE	57.0	82.0	345.0	115.0	427.0	an
0 RECTANGLE	58.0	115.0	345.0	170.0	427.0	die
0 RECTANGLE	59.0	170.0	345.0	493.0	427.0	Einzelstrang-DNA-Enden
0 RECTANGLE	60.0	493.0	345.0	576.0	427.0	links
0 RECTANGLE	61.0	576.0	345.0	633.0	427.0	und
0 RECTANGLE	62.0	633.0	345.0	730.0	427.0	rechts
0 RECTANGLE	63.0	730.0	345.0	786.0	427.0	der
0 RECTANGLE	64.0	786.0	345.0	1038.0	427.0	Replikationslücke
0 RECTANGLE	65.0	1038.0	345.0	1096.0	427.0	und
0 RECTANGLE	66.0	1096.0	345.0	1179.0	427.0	sucht
0 RECTANGLE	67.0	1179.0	345.0	1235.0	427.0	die
0 RECTANGLE	68.0	1235.0	345.0	1514.0	427.0	Schwesterchromatide
0 RECTANGLE	69.0	1514.0	345.0	1584.0	427.0	oder
0 RECTANGLE	70.0	1584.0	345.0	1631.0	427.0	das
0 RECTANGLE	71.0	81.0	427.0	198.0	509.0	homologe
0 RECTANGLE	72.0	198.0	427.0	339.0	509.0	Chromosom
0 RECTANGLE	73.0	339.0	427.0	409.0	509.0	nach
0 RECTANGLE	74.0	409.0	427.0	549.0	509.0	homologen
0 RECTANGLE	75.0	549.0	427.0	689.0	509.0	Sequenzen
0 RECTANGLE	76.0	689.0	427.0	743.0	509.0	ab.
0 RECTANGLE	77.0	743.0	427.0	801.0	509.0	Ist
0 RECTANGLE	78.0	801.0	427.0	871.0	509.0	eine
0 RECTANGLE	79.0	871.0	427.0	969.0	509.0	solche
0 RECTANGLE	80.0	969.0	427.0	1066.0	509.0	Stelle
0 RECTANGLE	81.0	1066.0	427.0	1204.0	509.0	gefunden,
0 RECTANGLE	82.0	1204.0	427.0	1305.0	509.0	dringt
0 RECTANGLE	83.0	1305.0	427.0	1360.0	509.0	der
0 RECTANGLE	84.0	1360.0	427.0	1473.0	509.0	Komplex
0 RECTANGLE	85.0	1473.0	427.0	1515.0	509.0	in
0 RECTANGLE	86.0	1515.0	427.0	1562.0	509.0	die
0 RECTANGLE	87.0	81.0	509.0	241.0	591.0	Doppelhelix
0 RECTANGLE	88.0	241.0	509.0	308.0	591.0	ein,
0 RECTANGLE	89.0	308.0	509.0	451.0	591.0	verdrängt
0 RECTANGLE	90.0	451.0	509.0	507.0	591.0	den
0 RECTANGLE	91.0	507.0	509.0	647.0	591.0	homologen
0 RECTANGLE	92.0	647.0	509.0	703.0	591.0	und
0 RECTANGLE	93.0	703.0	509.0	801.0	591.0	bindet
0 RECTANGLE	94.0	801.0	509.0	857.0	591.0	den
0 RECTANGLE	95.0	857.0	509.0	1067.0	591.0	komplementären
0 RECTANGLE	96.0	1067.0	509.0	1177.0	591.0	Strang.
0 RECTANGLE	97.0	1177.0	509.0	1276.0	591.0	Dieser
0 RECTANGLE	98.0	1276.0	509.0	1361.0	591.0	dient
0 RECTANGLE	99.0	1361.0	509.0	1431.0	591.0	dann
0 RECTANGLE	100.0	1431.0	509.0	1485.0	591.0	als
0 RECTANGLE	101.0	1485.0	509.0	1590.0	591.0	Matrize
0 RECTANGLE	102.0	82.0	591.0	128.0	673.0	zum
0 RECTANGLE	103.0	128.0	591.0	269.0	673.0	Auffüllen
0 RECTANGLE	104.0	269.0	591.0	324.0	673.0	der
0 RECTANGLE	105.0	324.0	591.0	589.0	673.0	Replikationslücke.
0 RECTANGLE	106.0	589.0	591.0	646.0	673.0	Der
0 RECTANGLE	107.0	646.0	591.0	801.0	673.0	verdrängte
0 RECTANGLE	108.0	801.0	591.0	898.0	673.0	Strang
0 RECTANGLE	109.0	898.0	591.0	983.0	673.0	paart
0 RECTANGLE	110.0	983.0	591.0	1052.0	673.0	sich
0 RECTANGLE	111.0	1052.0	591.0	1109.0	673.0	mit
0 RECTANGLE	112.0	1109.0	591.0	1166.0	673.0	dem
0 RECTANGLE	113.0	1166.0	591.0	1274.0	673.0	Strang,
0 RECTANGLE	114.0	1274.0	591.0	1332.0	673.0	der
0 RECTANGLE	115.0	1332.0	591.0	1389.0	673.0	den
0 RECTANGLE	116.0	1389.0	591.0	1549.0	673.0	DNA-Schaden
0 RECTANGLE	117.0	82.0	673.0	211.0	755.0	aufweist.
0 RECTANGLE	118.0	211.0	673.0	297.0	755.0	Durch
0 RECTANGLE	119.0	297.0	673.0	604.0	755.0	Endonuklease-Schnitte
0 RECTANGLE	120.0	604.0	673.0	662.0	755.0	und
0 RECTANGLE	121.0	662.0	673.0	857.0	755.0	anschließende
0 RECTANGLE	122.0	857.0	673.0	982.0	755.0	Ligation
0 RECTANGLE	123.0	982.0	673.0	1081.0	755.0	bilden
0 RECTANGLE	124.0	1081.0	673.0	1151.0	755.0	sich
0 RECTANGLE	125.0	1151.0	673.0	1332.0	755.0	letztendlich
0 RECTANGLE	126.0	1332.0	673.0	1431.0	755.0	wieder
0 RECTANGLE	127.0	1431.0	673.0	1501.0	755.0	zwei
0 RECTANGLE	128.0	1501.0	673.0	1632.0	755.0	komplette
0 RECTANGLE	129.0	81.0	755.0	268.0	837.0	Doppelhelices
0 RECTANGLE	130.0	268.0	755.0	337.0	837.0	aus.
0 RECTANGLE	131.0	337.0	755.0	380.0	837.0	Zu
0 RECTANGLE	132.0	380.0	755.0	507.0	837.0	beachten
0 RECTANGLE	133.0	507.0	755.0	574.0	837.0	ist,
0 RECTANGLE	134.0	574.0	755.0	646.0	837.0	dass
0 RECTANGLE	135.0	646.0	755.0	702.0	837.0	der
0 RECTANGLE	136.0	702.0	755.0	898.0	837.0	ursprüngliche
0 RECTANGLE	137.0	898.0	755.0	1066.0	837.0	DNA-Schaden
0 RECTANGLE	138.0	1066.0	755.0	1122.0	837.0	bei
0 RECTANGLE	139.0	1122.0	755.0	1220.0	837.0	dieser
0 RECTANGLE	140.0	1220.0	755.0	1360.0	837.0	Reparatur
0 RECTANGLE	141.0	1360.0	755.0	1444.0	837.0	nicht
0 RECTANGLE	142.0	1444.0	755.0	1556.0	837.0	behoben
0 RECTANGLE	143.0	1556.0	755.0	1628.0	837.0	wird,
0 RECTANGLE	144.0	82.0	837.0	185.0	920.0	sondern
0 RECTANGLE	145.0	185.0	837.0	240.0	920.0	nur
0 RECTANGLE	146.0	240.0	837.0	297.0	920.0	die
0 RECTANGLE	147.0	297.0	837.0	380.0	920.0	Lücke
0 RECTANGLE	148.0	380.0	837.0	423.0	920.0	im
0 RECTANGLE	149.0	423.0	837.0	631.0	920.0	Tochterstrang.
0 RECTANGLE	150.0	631.0	837.0	675.0	920.0	In
0 RECTANGLE	151.0	675.0	837.0	759.0	920.0	Hefen
0 RECTANGLE	152.0	759.0	837.0	815.0	920.0	und
0 RECTANGLE	153.0	815.0	837.0	927.0	920.0	höheren
0 RECTANGLE	154.0	927.0	837.0	1081.0	920.0	Eukaryoten
0 RECTANGLE	155.0	1081.0	837.0	1137.0	920.0	ist
0 RECTANGLE	156.0	1137.0	837.0	1234.0	920.0	dieses
0 RECTANGLE	157.0	1234.0	837.0	1333.0	920.0	System
0 RECTANGLE	158.0	1333.0	837.0	1375.0	920.0	in
0 RECTANGLE	159.0	1375.0	837.0	1514.0	920.0	ähnlicher
0 RECTANGLE	160.0	1514.0	837.0	1578.0	920.0	Form
0 RECTANGLE	161.0	82.0	920.0	212.0	993.0	ebenfalls
0 RECTANGLE	162.0	212.0	920.0	355.0	993.0	vorhanden.
